user_id,item_id,response
1,1,True
1,2,False
1,3,False
1,4,False
1,5,False
1,6,True
1,7,False
1,8,False
1,9,True
1,10,False
1,11,False
1,12,True
1,13,True
1,14,True
1,15,True
1,16,True
1,17,False
1,19,True
1,21,False
1,22,False
1,23,False
1,24,False
1,25,False
1,26,False
1,27,False
1,28,False
1,29,False
1,30,False
1,31,False
1,32,True
1,38,False
1,39,False
1,40,False
1,41,False
1,42,True
1,43,False
1,44,True
1,45,True
1,46,False
1,47,False
1,48,True
1,49,False
1,50,True
1,51,False
1,52,False
1,53,False
1,54,False
1,55,True
1,56,False
1,57,True
1,58,False
1,59,True
1,60,True
1,62,False
1,63,False
1,64,True
1,65,False
1,66,False
1,67,False
1,68,False
1,69,False
1,70,False
1,71,False
1,72,False
1,73,False
1,76,False
1,77,False
1,78,False
1,79,False
1,80,False
1,81,True
1,82,True
1,83,False
1,85,False
1,86,True
1,87,True
1,88,False
1,89,True
1,90,False
1,91,True
1,92,False
1,93,True
1,94,False
1,95,False
1,96,True
1,97,False
1,98,False
1,99,False
1,100,True
1,101,False
1,102,False
1,105,False
1,106,False
1,107,False
1,108,True
1,109,True
1,110,False
1,111,True
1,112,False
1,114,True
1,116,False
1,118,False
1,120,False
1,121,False
1,122,False
1,123,False
1,124,True
1,125,False
1,126,False
1,127,True
1,128,False
1,129,True
1,130,False
1,131,False
1,132,False
1,133,False
1,134,False
1,135,False
1,136,False
1,137,True
1,139,False
1,140,False
1,141,False
1,142,False
1,143,False
1,144,False
1,145,False
1,147,False
1,148,False
1,149,False
1,150,True
1,151,False
1,152,True
1,153,False
1,154,True
1,156,False
1,157,False
1,158,False
1,159,False
1,161,False
1,162,False
1,163,False
1,164,False
1,165,True
1,166,True
1,167,False
1,168,True
1,169,True
1,170,True
1,172,True
1,173,True
1,174,True
1,175,True
1,176,True
1,177,True
1,178,True
1,179,False
1,180,False
1,181,True
1,182,False
1,183,True
1,184,False
1,185,False
1,186,False
1,187,False
1,188,False
1,190,True
1,191,True
1,192,False
1,193,False
1,194,False
1,195,True
1,196,True
1,197,True
1,198,True
1,199,False
1,200,False
1,201,False
1,203,False
1,204,True
1,205,False
1,206,False
1,207,True
1,208,True
1,209,False
1,210,False
1,211,False
1,212,False
1,213,False
1,214,False
1,215,False
1,216,True
1,217,False
1,218,False
1,219,False
1,220,False
1,221,True
1,222,False
1,223,True
1,224,True
1,225,False
1,226,False
1,227,False
1,228,True
1,229,False
1,230,False
1,231,False
1,232,False
1,233,False
1,234,False
1,235,True
1,236,False
1,237,False
1,238,False
1,239,False
1,240,False
1,241,False
1,242,True
1,243,False
1,244,False
1,245,False
1,246,True
1,248,False
1,249,False
1,250,False
1,251,False
1,252,False
1,253,True
1,254,False
1,255,False
1,257,False
1,258,True
1,259,False
1,260,False
1,261,False
1,262,False
1,264,False
1,266,False
1,268,True
1,269,True
1,270,True
1,271,False
1,272,False
2,1,False
2,10,False
2,14,False
2,19,False
2,25,False
2,100,True
2,111,False
2,127,True
2,237,False
2,242,True
2,255,False
2,257,False
2,258,False
2,269,False
2,272,True
2,273,False
2,274,False
2,275,True
2,276,False
2,277,False
2,278,False
2,279,False
2,282,False
2,283,True
2,284,False
2,285,True
2,286,False
2,287,False
2,288,False
2,289,False
2,291,False
2,293,False
2,294,False
2,295,False
2,298,False
2,299,False
2,300,False
2,301,False
2,302,True
2,303,False
2,304,False
2,305,False
2,306,False
2,307,False
2,308,False
2,309,False
2,310,False
2,311,True
2,313,True
2,315,False
2,316,True
3,181,False
3,258,False
3,260,False
3,264,False
3,268,False
3,271,False
3,272,False
3,288,False
3,299,False
3,300,False
3,302,False
3,303,False
3,307,False
3,317,False
3,318,False
3,319,False
3,320,True
3,321,True
3,322,False
3,324,False
3,325,False
3,326,False
3,327,False
3,329,False
3,330,False
3,333,False
3,336,False
3,338,False
3,339,False
3,340,True
3,342,False
3,344,False
3,345,False
3,346,True
3,347,True
3,348,False
3,349,False
3,350,False
3,351,False
3,352,False
3,354,False
3,355,False
4,11,False
4,210,False
4,258,True
4,271,False
4,300,True
4,301,True
4,324,True
4,327,True
4,328,False
4,329,True
4,358,False
4,362,True
5,21,False
5,24,False
5,25,False
5,29,False
5,40,False
5,42,True
5,50,False
5,62,False
5,63,False
5,66,False
5,69,False
5,70,False
5,79,False
5,80,False
5,89,True
5,90,False
5,94,False
5,95,False
5,99,False
5,100,True
5,101,True
5,102,False
5,105,False
5,109,True
5,121,False
5,135,False
5,139,False
5,143,False
5,144,False
5,145,False
5,151,False
5,153,True
5,154,False
5,162,False
5,163,True
5,167,False
5,168,False
5,169,True
5,172,True
5,173,False
5,174,True
