,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.7024468738757074,0.7611123699415212,-1.0387504869563289,2.052155416509727,-0.4948981432063094,-0.27640112054463917,-1.1436041451745165,3.281768119215963,-3.680889061078899,2.2450782649259193,0.7711749813688922,-1.0118038859294838,-1.141728839007195,-0.3804270930695827,-0.35413740384234726,0.08425651453800298,2.181183669804059,-1.241539653634676,1.443150642242828,-0.2432094784953683
1,-0.3542407023106691,0.2589504111986632,2.715535264304311,-0.046770676929026346,-0.41746418049325273,-0.4415207504375363,-3.703489308284354,3.4101050669180824,-2.0644052653198752,2.5821398354444334,0.49323239477169606,-1.4350908854390239,1.564853816884021,0.31209107228004,-1.324816860080259,0.5473269665023832,0.8944723403159341,-2.660592270873816,1.208774022224901,0.4740092333845725
2,0.8371243312160357,-0.979102968483009,-2.0547281667881485,1.9162990747701252,-2.433695239639877,1.6371930343050038,-3.098606033261944,-1.2052726288102389,-0.8621126645636776,1.085189964018988,0.30513088022829987,0.642446873393159,-0.5404784396671523,-0.6385888941601899,-2.6078382442989416,1.0616835180515976,-3.5061833825996978,1.0280243365400967,-0.17610817290196434,-0.24989286832315474
3,-0.356756485766788,-0.18680854289301907,0.14466190838171622,0.4259152425620742,-1.9044772111060877,1.1220321535501463,-1.2218292120625307,2.403485216953568,-0.3963401993421639,-6.155921936497419,1.1744720012347074,1.861783601884559,0.06494838388705174,0.6496717507687616,3.279324990661319,-0.9847751974730136,-0.2784202894258476,1.8005167273263616,-3.110489277832312,0.06627506608256131
4,0.8137534250056284,1.0460619681742929,-0.9674940695232648,0.5169435946392433,-1.2694496700090587,-0.01858855553234752,-1.9585562978795223,2.2564156437251635,-0.7885555800419233,0.6550660042963761,1.1014426343626063,-1.353783359239464,0.2393640774803684,-0.43032704194108884,-1.0184327707511782,-2.254889592724779,0.9292358435020504,0.329215156726671,0.6614732946509732,-1.4248156016300488
5,-0.21443169008619967,-1.1184365037772128,0.6746250635062392,-0.6760472447790711,-1.0774875516553108,-0.41937218691673694,-0.911782621983678,0.534615390533356,-1.8976092500687316,-3.667129596119433,-0.11894142123231492,0.8523554815161895,-0.11435305518482101,0.1365409515907167,0.07631005671610036,-2.302625713243881,-1.4791122300784498,0.9366779599013737,-1.1979985800646074,-0.7099138971419392
6,0.5210302745974392,0.7603204390432603,0.7181856644124762,0.4943839338212423,-1.172360461846607,-0.5016430788381222,-2.1848274333020425,-0.582802297712098,2.050071216173947,1.0589541321847986,1.652453373839492,0.9661856775554559,0.10832136935408905,-0.41150804374681904,-3.0218355862438457,0.3344536873382007,-0.9792770813157288,-0.7987676264977708,-2.0239870614383935,-1.3456474195912242
7,0.09946627836827243,1.9609172124279175,0.6132885338925482,1.040994062201691,-3.685786921358507,-0.8422877397985048,-0.20729613089822507,1.7534639441167086,-2.62876142855973,-0.9353675026905981,-2.193549099577021,0.6761825024068102,0.8619514080437668,0.9081417015434889,-2.1650366979270896,-2.0781712672541994,1.0560732944345783,-0.8347873805940448,-2.413445387288071,0.4313953877011515
8,-0.8561949714486008,1.485454565000845,-0.8999059467292275,-0.9966580131049155,-2.1391132181051526,0.8200480866716071,2.449023945119741,0.45812769854818824,3.676443819454712,4.921086592491616,0.39439473340838577,-3.088572747165068,1.7273349623497039,1.2304809678911859,-1.0916278125716832,3.1471352174024787,2.8071239537106285,-3.9217927903306715,-2.462736719374263,1.0274700549207774
9,-1.0520081577890477,-0.2362107809786783,-0.9552837236510923,0.1331760859936854,3.3716404188212064,-0.4976276827539759,3.7997004197073734,0.21540079493269793,-0.7310929109312403,-0.08383178896909468,-1.4529813548115285,-0.30557116267526396,-1.2236789702990456,-0.5908055511008885,2.4989246892402703,2.085172400281033,1.4381787339022027,-2.163382456803106,-0.46176164478921944,-0.6546629736705405
